41,59,4,5
82,28,7,7
23,72,5,5
32,87,7,5
65,1,5,5
74,25,5,4
44,45,7,7
5,41,5,4
87,75,4,4
47,39,7,5
76,4,6,4
29,43,6,7
19,60,6,5
19,37,4,7
13,88,6,4
28,63,6,5
39,2,4,5
6,70,5,6
13,46,4,4
30,37,6,4
74,79,7,6
40,89,7,6
92,1,7,7
71,64,7,5
57,54,5,7
30,32,6,4
77,46,5,4
94,22,4,6
6,32,5,6
10,53,6,4
7,6,5,7
38,17,6,4
93,59,6,6
6,87,4,4
35,56,5,5
78,95,7,5
28,96,5,4
18,4,4,5
63,16,6,7
61,27,5,6
23,10,6,5
53,15,6,5
63,67,7,4
8,77,6,6
72,31,6,5
61,87,7,4
43,96,4,4
70,94,5,4
49,23,7,7
20,95,7,4
59,93,4,6
65,47,4,4
76,12,5,7
42,70,7,5
18,30,7,5
20,18,5,5
60,76,4,7
87,88,5,4
65,79,4,6
0,54,6,4
93,82,5,4
51,56,5,5
44,29,4,7
37,30,4,4
14,10,6,7
56,36,6,5
77,88,7,5
44,79,7,6
33,77,7,4
93,92,6,7
88,60,4,5
81,52,5,4
90,29,7,6
90,38,6,6
68,53,6,7
80,58,5,5
12,25,7,4
13,36,5,7
66,73,4,5
15,75,5,4
86,12,4,6
33,17,4,4
38,42,5,6
72,37,4,5
71,2,4,6
63,39,5,5
7,61,7,5
93,52,4,5
57,5,7,5
91,68,6,6
79,68,7,7
67,24,4,5
7,19,4,7
23,88,6,4
46,63,7,5
56,0,5,4
0,28,5,7
46,6,7,5
84,23,4,4
52,75,7,6
