50,6,7,4
53,91,4,7
63,92,6,4
0,66,6,4
86,45,5,7
49,83,6,6
54,20,7,5
69,69,4,5
75,59,5,4
45,31,7,4
15,70,6,6
90,3,6,5
72,90,5,7
79,9,6,4
22,62,5,5
32,92,4,4
42,60,7,4
47,93,5,7
3,9,6,7
7,44,4,4
35,46,6,5
8,85,5,7
77,1,6,6
54,45,7,5
6,56,6,7
94,74,4,4
19,7,6,4
53,52,6,4
37,5,4,4
7,65,6,7
10,29,4,6
26,94,5,5
2,33,6,7
17,21,4,5
86,28,7,7
92,84,5,7
36,72,6,6
67,80,6,4
19,44,5,4
92,64,7,7
49,77,7,4
66,12,7,6
57,80,4,4
43,84,5,7
32,26,4,7
84,76,5,5
33,12,4,7
25,42,7,7
82,67,6,5
75,78,4,7
0,45,6,7
6,20,7,4
87,37,5,6
51,61,4,7
14,85,4,4
30,83,5,7
24,80,5,4
73,20,4,5
35,39,7,5
11,78,4,4
93,52,7,4
19,36,6,5
81,16,4,7
18,29,4,5
81,58,4,4
94,32,4,7
68,42,6,6
59,60,6,6
0,82,4,7
75,37,6,7
18,55,4,6
38,53,6,5
5,1,7,5
8,49,5,4
52,39,6,5
63,34,7,4
62,68,6,7
42,4,4,7
45,19,7,4
69,26,7,6
62,85,7,4
65,20,7,5
87,94,5,4
58,6,4,4
26,70,5,4
44,67,5,7
12,13,5,5
86,56,6,4
40,93,5,6
24,27,7,4
55,71,4,4
30,60,5,6
68,53,5,5
91,21,4,6
71,1,4,4
43,47,7,5
42,12,7,4
94,43,5,5
79,90,5,7
82,39,4,5
