22,21,5,6
89,21,5,5
19,76,7,6
78,72,4,4
56,33,6,6
67,29,7,6
36,33,5,4
5,36,5,7
60,3,7,7
42,59,7,7
93,31,6,6
60,16,7,5
91,8,5,7
58,92,5,7
63,43,4,7
3,74,7,4
85,4,5,6
91,44,6,4
95,66,4,7
35,44,4,6
49,31,4,6
27,46,5,6
19,63,5,7
84,59,6,4
34,51,6,7
75,48,4,6
81,16,5,6
73,77,4,4
29,90,4,7
35,70,4,6
41,47,4,5
64,91,4,6
84,29,4,4
2,44,5,5
62,59,5,6
4,56,6,7
12,85,5,6
54,62,4,4
20,32,6,7
31,8,6,4
51,94,6,4
50,4,5,4
45,21,6,6
78,34,7,7
86,66,5,6
64,73,4,6
57,24,7,6
6,13,6,7
14,56,7,6
11,27,5,5
59,83,6,6
2,21,4,4
71,90,5,7
72,4,6,7
70,61,5,4
52,14,6,6
83,83,6,4
71,12,4,7
41,28,4,4
11,96,4,4
92,78,6,4
53,71,4,6
5,87,4,7
25,65,7,5
37,80,4,7
9,67,5,4
20,41,4,7
49,54,7,4
48,87,6,4
2,2,6,5
90,38,4,5
78,23,4,6
32,1,6,4
44,81,5,5
42,7,7,7
29,78,4,7
28,22,6,4
76,65,7,4
55,46,6,4
18,13,5,7
77,88,6,4
40,69,7,4
93,1,6,5
0,93,4,5
69,48,5,4
85,88,6,4
21,87,7,7
42,95,5,5
48,75,4,5
30,60,4,4
85,75,5,5
78,56,4,4
0,28,4,7
38,39,4,4
30,30,4,4
37,60,4,4
93,58,7,4
67,83,7,4
47,46,5,6
83,53,7,5
