44,72,5,4
69,77,5,6
93,84,7,4
0,10,4,5
53,78,6,7
73,49,5,5
25,12,6,4
84,30,6,4
7,69,4,7
6,32,6,7
47,57,4,4
7,59,5,5
71,60,6,4
91,14,7,4
84,95,5,4
28,69,5,6
21,74,4,4
7,12,7,4
7,4,5,7
93,20,6,7
81,64,4,4
38,16,5,4
28,25,5,4
16,30,7,7
83,56,4,4
34,57,4,7
25,32,6,7
58,89,7,7
2,24,4,5
55,23,5,4
79,15,4,5
67,37,7,7
29,17,5,7
42,28,7,5
26,50,6,5
49,0,7,5
91,57,5,4
86,50,5,5
48,15,5,7
9,51,6,4
51,50,7,5
11,80,4,7
46,64,7,4
51,38,6,4
74,94,5,4
56,59,6,4
87,19,5,5
92,4,5,5
27,0,4,4
40,85,6,4
17,21,4,5
26,78,5,5
66,85,5,5
16,93,7,6
61,48,5,5
13,69,5,7
38,47,4,7
14,5,4,6
82,69,7,5
20,60,4,4
21,84,6,5
85,83,7,6
16,42,4,4
57,17,7,4
8,94,4,6
76,34,7,6
76,21,6,5
67,67,6,6
60,71,4,4
92,47,6,5
82,45,6,4
36,38,5,4
66,16,4,6
44,77,6,7
91,38,4,5
94,77,6,5
0,61,4,6
7,21,5,5
78,7,4,5
47,86,6,6
52,28,6,5
19,52,5,5
0,85,6,7
0,44,5,5
56,65,5,4
37,90,4,7
90,68,7,7
25,59,4,6
39,56,5,6
30,86,4,6
35,7,5,4
67,49,5,6
2,51,4,5
34,71,5,7
67,5,7,4
35,28,4,6
21,67,6,5
71,0,4,4
29,43,5,6
57,1,6,6
