32,0,5,4
42,61,4,6
23,11,7,6
67,35,5,7
79,37,5,7
54,79,7,6
21,21,6,4
22,29,6,7
91,56,4,6
68,44,5,4
79,91,4,6
8,5,7,7
47,8,6,7
43,18,5,4
35,59,4,7
50,44,6,4
74,80,4,7
88,81,4,7
95,13,5,6
32,88,4,6
78,24,4,6
84,30,5,5
75,46,5,7
90,39,7,5
52,0,7,4
22,43,4,7
73,10,5,5
57,37,4,7
2,87,7,4
41,2,5,6
0,55,4,7
89,73,5,4
84,1,4,7
67,53,6,4
89,22,7,7
96,3,4,5
37,68,4,4
21,88,4,4
76,2,6,6
16,13,5,4
41,91,7,6
56,9,5,4
52,20,6,7
96,50,4,7
63,3,4,6
10,25,6,4
87,14,7,5
62,93,6,6
44,45,4,6
91,91,4,5
18,60,7,4
54,73,7,5
34,19,7,4
17,5,4,6
35,76,7,7
37,84,6,5
7,57,6,7
27,61,4,5
82,68,4,4
3,48,5,6
59,30,7,5
53,56,5,4
33,35,7,5
22,94,7,6
10,92,6,7
16,42,4,4
24,52,6,7
6,78,5,5
33,27,5,4
47,76,6,5
16,77,4,4
73,73,5,6
49,66,4,7
45,36,5,7
74,57,6,4
1,40,7,5
26,2,5,6
82,57,7,6
95,63,4,5
54,50,6,4
42,52,6,5
30,42,7,4
58,67,4,5
9,14,6,4
81,46,4,7
26,69,7,6
44,84,4,6
39,9,6,4
80,78,4,5
16,50,5,6
34,10,4,4
7,32,5,6
67,11,4,4
63,67,5,7
62,19,7,6
1,1,5,7
1,93,7,7
3,21,6,4
62,87,7,5
73,90,4,6
