19,89,2,2
92,46,2,2
21,26,2,2
45,26,2,2
50,96,2,2
29,8,2,2
42,73,2,2
41,1,2,2
90,77,2,2
23,74,2,2
0,33,2,2
60,24,2,2
21,36,2,2
45,69,2,2
43,10,2,2
12,5,2,2
83,92,2,2
66,8,2,2
42,84,2,2
8,37,2,2
74,33,2,2
3,87,2,2
98,80,2,2
85,77,2,2
8,29,2,2
13,14,2,2
51,66,2,2
21,53,2,2
33,83,2,2
60,43,2,2
42,65,2,2
94,66,2,2
80,55,2,2
22,84,2,2
18,4,2,2
57,78,2,2
61,90,2,2
33,97,2,2
62,15,2,2
82,28,2,2
83,97,2,2
57,55,2,2
33,1,2,2
91,14,2,2
11,69,2,2
85,27,2,2
55,98,2,2
95,24,2,2
77,72,2,2
28,19,2,2
68,75,2,2
44,37,2,2
64,86,2,2
51,2,2,2
75,36,2,2
56,13,2,2
67,23,2,2
98,26,2,2
64,70,2,2
56,69,2,2
95,7,2,2
10,79,2,2
16,39,2,2
53,55,2,2
79,40,2,2
44,94,2,2
63,9,2,2
16,64,2,2
44,81,2,2
21,1,2,2
57,85,2,2
26,54,2,2
28,36,2,2
31,86,2,2
95,17,2,2
81,60,2,2
42,50,2,2
52,21,2,2
91,62,2,2
39,67,2,2
84,80,2,2
36,79,2,2
23,46,2,2
44,45,2,2
30,39,2,2
19,15,2,2
2,55,2,2
2,72,2,2
3,59,2,2
24,27,2,2
72,27,2,2
38,27,2,2
83,36,2,2
8,8,2,2
84,18,2,2
78,46,2,2
73,68,2,2
49,20,2,2
47,55,2,2
91,97,2,2
6,14,2,2
33,68,2,2
12,84,2,2
4,40,2,2
95,81,2,2
79,0,2,2
8,55,2,2
59,46,2,2
30,81,2,2
67,70,2,2
71,93,2,2
33,10,2,2
65,95,2,2
15,34,2,2
20,74,2,2
45,60,2,2
33,94,2,2
70,79,2,2
13,30,2,2
64,33,2,2
7,22,2,2
83,8,2,2
11,54,2,2
48,31,2,2
11,76,2,2
7,58,2,2
91,20,2,2
42,30,2,2
38,23,2,2
95,89,2,2
0,98,2,2
75,25,2,2
10,11,2,2
52,43,2,2
32,63,2,2
32,6,2,2
5,81,2,2
72,16,2,2
28,42,2,2
7,26,2,2
33,35,2,2
17,19,2,2
1,80,2,2
22,93,2,2
9,44,2,2
88,88,2,2
15,26,2,2
98,62,2,2
55,5,2,2
17,70,2,2
81,71,2,2
76,61,2,2
79,49,2,2
11,57,2,2
62,12,2,2
54,83,2,2
55,9,2,2
42,42,2,2
37,50,2,2
13,23,2,2
7,47,2,2
32,89,2,2
40,16,2,2
72,56,2,2
7,94,2,2
18,86,2,2
34,27,2,2
43,7,2,2
54,92,2,2
48,82,2,2
77,28,2,2
67,64,2,2
23,59,2,2
51,16,2,2
70,31,2,2
96,92,2,2
0,65,2,2
45,29,2,2
88,60,2,2
77,52,2,2
94,95,2,2
27,24,2,2
16,94,2,2
59,14,2,2
26,5,2,2
57,37,2,2
58,19,2,2
13,97,2,2
5,2,2,2
7,62,2,2
52,35,2,2
54,77,2,2
74,76,2,2
81,22,2,2
88,0,2,2
63,37,2,2
15,88,2,2
65,3,2,2
80,81,2,2
3,68,2,2
21,33,2,2
71,2,2,2
82,44,2,2
32,55,2,2
59,7,2,2
88,65,2,2
8,90,2,2
75,64,2,2
32,78,2,2
44,13,2,2
59,2,2,2
75,56,2,2
59,65,2,2
91,11,2,2
26,83,2,2
85,3,2,2
86,44,2,2
36,18,2,2
28,93,2,2
12,60,2,2
64,65,2,2
92,74,2,2
19,23,2,2
44,19,2,2
12,88,2,2
71,76,2,2
0,10,2,2
22,30,2,2
49,71,2,2
23,9,2,2
91,85,2,2
39,64,2,2
57,92,2,2
1,26,2,2
59,32,2,2
28,2,2,2
95,31,2,2
43,55,2,2
63,62,2,2
97,59,2,2
0,61,2,2
22,97,2,2
60,73,2,2
59,58,2,2
19,48,2,2
22,78,2,2
78,43,2,2
1,5,2,2
75,48,2,2
39,41,2,2
