84,55,2,2
42,78,2,2
28,80,2,2
20,93,2,2
13,72,2,2
51,25,2,2
69,62,2,2
66,70,2,2
26,1,2,2
79,66,2,2
46,55,2,2
49,97,2,2
70,51,2,2
76,39,2,2
1,48,2,2
19,50,2,2
51,68,2,2
35,39,2,2
94,21,2,2
18,34,2,2
85,11,2,2
50,3,2,2
52,62,2,2
13,39,2,2
8,30,2,2
69,33,2,2
54,75,2,2
9,17,2,2
28,71,2,2
75,65,2,2
27,53,2,2
93,15,2,2
46,0,2,2
34,72,2,2
47,89,2,2
6,23,2,2
95,9,2,2
74,48,2,2
2,98,2,2
14,49,2,2
49,44,2,2
16,55,2,2
45,34,2,2
57,72,2,2
82,2,2,2
21,3,2,2
52,47,2,2
92,71,2,2
27,58,2,2
92,93,2,2
66,11,2,2
14,27,2,2
50,65,2,2
69,68,2,2
15,4,2,2
76,9,2,2
68,90,2,2
13,14,2,2
42,6,2,2
72,12,2,2
81,73,2,2
78,87,2,2
12,35,2,2
54,72,2,2
27,32,2,2
19,68,2,2
90,19,2,2
54,6,2,2
43,48,2,2
92,78,2,2
32,46,2,2
75,25,2,2
44,94,2,2
0,70,2,2
53,31,2,2
9,43,2,2
90,68,2,2
74,88,2,2
58,27,2,2
60,59,2,2
90,57,2,2
0,85,2,2
54,42,2,2
8,26,2,2
6,0,2,2
88,74,2,2
1,74,2,2
33,15,2,2
72,37,2,2
23,65,2,2
50,89,2,2
29,93,2,2
8,50,2,2
16,74,2,2
98,16,2,2
6,58,2,2
14,43,2,2
40,34,2,2
84,59,2,2
33,91,2,2
7,66,2,2
25,86,2,2
30,84,2,2
15,96,2,2
55,2,2,2
93,25,2,2
91,2,2,2
88,24,2,2
8,40,2,2
40,72,2,2
68,20,2,2
22,56,2,2
81,36,2,2
38,31,2,2
56,47,2,2
87,31,2,2
91,83,2,2
56,17,2,2
37,43,2,2
0,64,2,2
1,92,2,2
23,46,2,2
43,1,2,2
85,86,2,2
3,54,2,2
67,36,2,2
82,89,2,2
0,15,2,2
17,27,2,2
31,59,2,2
35,78,2,2
14,21,2,2
11,64,2,2
79,32,2,2
60,34,2,2
79,45,2,2
58,52,2,2
11,76,2,2
23,43,2,2
74,3,2,2
37,84,2,2
29,2,2,2
53,81,2,2
5,45,2,2
87,89,2,2
92,86,2,2
71,6,2,2
4,61,2,2
6,79,2,2
68,24,2,2
11,52,2,2
58,37,2,2
40,60,2,2
64,78,2,2
30,56,2,2
94,42,2,2
15,87,2,2
18,63,2,2
19,73,2,2
13,90,2,2
68,28,2,2
31,36,2,2
33,87,2,2
60,20,2,2
10,72,2,2
0,5,2,2
11,21,2,2
41,53,2,2
40,15,2,2
11,27,2,2
33,4,2,2
84,68,2,2
38,50,2,2
71,83,2,2
22,20,2,2
48,78,2,2
82,45,2,2
85,98,2,2
82,9,2,2
30,17,2,2
96,87,2,2
50,71,2,2
36,69,2,2
98,83,2,2
25,10,2,2
97,12,2,2
5,35,2,2
7,5,2,2
75,72,2,2
56,67,2,2
2,1,2,2
85,72,2,2
89,78,2,2
51,38,2,2
5,96,2,2
98,49,2,2
24,74,2,2
48,85,2,2
24,81,2,2
78,52,2,2
36,57,2,2
43,45,2,2
27,89,2,2
28,65,2,2
88,7,2,2
43,23,2,2
13,60,2,2
97,59,2,2
24,71,2,2
78,28,2,2
81,98,2,2
78,96,2,2
20,0,2,2
61,69,2,2
60,4,2,2
85,40,2,2
69,59,2,2
59,14,2,2
19,57,2,2
97,32,2,2
64,39,2,2
53,88,2,2
2,23,2,2
87,17,2,2
27,75,2,2
63,61,2,2
0,53,2,2
20,42,2,2
59,17,2,2
97,54,2,2
13,84,2,2
46,7,2,2
60,56,2,2
52,92,2,2
35,96,2,2
66,84,2,2
43,88,2,2
90,36,2,2
29,7,2,2
40,65,2,2
3,64,2,2
0,44,2,2
52,52,2,2
31,68,2,2
9,0,2,2
69,93,2,2
54,84,2,2
71,90,2,2
59,92,2,2
92,96,2,2
