56,90,2,2
96,24,2,2
79,81,2,2
81,14,2,2
9,91,2,2
32,31,2,2
6,75,2,2
66,77,2,2
1,46,2,2
28,8,2,2
23,34,2,2
67,8,2,2
85,72,2,2
48,94,2,2
71,33,2,2
80,18,2,2
26,34,2,2
68,96,2,2
4,95,2,2
49,16,2,2
89,51,2,2
45,83,2,2
16,30,2,2
48,43,2,2
77,23,2,2
19,95,2,2
90,95,2,2
12,65,2,2
16,4,2,2
87,91,2,2
21,67,2,2
10,6,2,2
29,67,2,2
63,17,2,2
12,3,2,2
68,70,2,2
75,65,2,2
56,23,2,2
91,68,2,2
75,91,2,2
59,24,2,2
42,28,2,2
32,71,2,2
42,6,2,2
71,30,2,2
54,47,2,2
15,54,2,2
46,37,2,2
62,50,2,2
79,3,2,2
75,38,2,2
45,96,2,2
27,14,2,2
14,85,2,2
89,38,2,2
77,18,2,2
15,16,2,2
30,84,2,2
37,52,2,2
40,94,2,2
33,15,2,2
33,77,2,2
93,73,2,2
58,17,2,2
69,83,2,2
19,35,2,2
57,58,2,2
36,24,2,2
97,32,2,2
50,70,2,2
53,90,2,2
26,54,2,2
6,24,2,2
66,11,2,2
70,23,2,2
48,56,2,2
42,76,2,2
4,35,2,2
47,24,2,2
48,11,2,2
67,61,2,2
53,44,2,2
97,56,2,2
97,95,2,2
31,93,2,2
18,68,2,2
82,6,2,2
51,2,2,2
58,79,2,2
39,0,2,2
76,88,2,2
95,82,2,2
39,58,2,2
28,22,2,2
23,95,2,2
62,66,2,2
71,6,2,2
93,90,2,2
57,47,2,2
14,23,2,2
94,28,2,2
70,11,2,2
27,57,2,2
58,6,2,2
54,39,2,2
62,13,2,2
41,83,2,2
81,25,2,2
93,3,2,2
10,29,2,2
68,1,2,2
15,63,2,2
47,70,2,2
37,18,2,2
41,37,2,2
63,24,2,2
28,70,2,2
0,74,2,2
76,34,2,2
98,87,2,2
58,42,2,2
60,54,2,2
91,32,2,2
56,93,2,2
93,25,2,2
60,31,2,2
19,8,2,2
66,84,2,2
16,39,2,2
32,23,2,2
25,65,2,2
79,50,2,2
89,81,2,2
8,78,2,2
71,87,2,2
52,9,2,2
40,64,2,2
59,87,2,2
37,62,2,2
43,3,2,2
66,36,2,2
84,66,2,2
29,54,2,2
57,97,2,2
96,79,2,2
23,21,2,2
87,16,2,2
70,80,2,2
78,11,2,2
29,40,2,2
19,78,2,2
95,47,2,2
45,59,2,2
75,59,2,2
0,13,2,2
91,16,2,2
85,53,2,2
1,56,2,2
84,29,2,2
88,0,2,2
64,90,2,2
22,73,2,2
89,27,2,2
5,57,2,2
86,80,2,2
81,67,2,2
57,50,2,2
2,31,2,2
67,24,2,2
82,77,2,2
58,84,2,2
51,48,2,2
98,72,2,2
1,77,2,2
50,64,2,2
8,54,2,2
39,86,2,2
35,93,2,2
9,20,2,2
22,90,2,2
83,3,2,2
20,81,2,2
9,86,2,2
54,86,2,2
29,1,2,2
37,75,2,2
2,80,2,2
67,50,2,2
52,97,2,2
72,15,2,2
61,35,2,2
86,6,2,2
57,66,2,2
63,31,2,2
46,48,2,2
54,72,2,2
54,20,2,2
55,29,2,2
36,5,2,2
55,3,2,2
13,44,2,2
17,11,2,2
60,20,2,2
68,88,2,2
32,36,2,2
47,75,2,2
58,36,2,2
37,12,2,2
36,38,2,2
39,55,2,2
1,51,2,2
35,27,2,2
95,69,2,2
64,53,2,2
5,38,2,2
85,13,2,2
41,21,2,2
22,7,2,2
34,58,2,2
32,90,2,2
3,91,2,2
5,85,2,2
7,17,2,2
75,47,2,2
78,54,2,2
39,46,2,2
38,98,2,2
56,32,2,2
90,87,2,2
62,77,2,2
41,18,2,2
40,91,2,2
42,44,2,2
17,49,2,2
17,90,2,2
25,47,2,2
39,80,2,2
36,32,2,2
0,28,2,2
54,63,2,2
54,15,2,2
62,45,2,2
86,77,2,2
28,50,2,2
74,75,2,2
78,45,2,2
4,67,2,2
20,3,2,2
74,28,2,2
52,53,2,2
