146.061,139.289,0.00280968,0.000119551
147.102,141.702,0.00202485,3.354e-05
147.189,141.784,0.00094761,2.9339e-05
147.018,141.689,0.0011621,4.2321e-05
147.018,141.689,0.00238018,0.000109258
147.018,141.689,14.0048,3.2512e-05
147.018,141.689,3.50535,5.2107e-05
147.018,141.689,3.50498,8.3394e-05
147.018,141.689,3.50416,2.4604e-05
147.018,141.689,3.50378,3.4458e-05
147.018,141.689,3.50327,3.0635e-05
147.018,141.689,3.50403,3.1937e-05
147.018,141.689,3.50515,0.000128361
147.018,141.689,3.50282,3.4126e-05
147.018,141.689,3.50506,8.2872e-05
147.018,141.689,3.50473,3.4652e-05
147.018,141.689,3.50499,8.0232e-05
147.018,141.689,3.50498,4.3994e-05
147.018,141.689,3.50598,7.9866e-05
147.018,141.689,3.5038,4.0076e-05
147.018,141.689,3.50495,3.1539e-05
147.018,141.689,3.50317,2.5283e-05
147.018,141.689,3.50607,0.000103008
